0.000000,0.000000,0.000000,0.000000,0.075000
0.000000,0.500000,0.045000,0.037500,0.062500
0.000000,0.500000,0.045000,0.037500,0.067215
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.045000,0.037500,0.075000
0.000000,0.500000,0.020048,0.037500,0.075000
